clicked_items,customer_id,customer_name,number_of_line_items,order_datetime,order_number,ordered_products,promo_info
"[[""AVpfDLA0ilAPnD_xT0sq"",""94""],[""AVz5wcrn-jtxr-f30F69"",""48""],[""AVpe7vER1cnluZ0-aJu7"",""87""],[""AVpfdBS41cnluZ0-lBIj"",""16""]]",31731156,the arpan group,3,02-08-2019 06:36,317568065,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":3,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":466}",[]
"[[""AVpfSYlFLJeJML436UdP"",""98""],[""AVpe9oDr1cnluZ0-a1wt"",""77""],[""AVzxl9XGvKc47QAVfStn"",""24""],[""AVpfm9HsilAPnD_xe7y2"",""83""],[""AVpfuJ4pilAPnD_xhDyM"",""55""]]",14822392,"JONES,  MICHAEL J",1,02-08-2019 07:33,317568066,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":2,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":448}",[]
"[[""AVpgqcjR1cnluZ0-4riR"",""80""],[""AVpgUl_U1cnluZ0-z3Gz"",""45""],[""AVpe6-C2LJeJML43yWf1"",""27""],[""AVpfCmFjLJeJML431EzG"",""35""],[""AVpfvr461cnluZ0-qgHR"",""95""],[""AVpfCmFjLJeJML431EzG"",""71""]]",17887612,"CLAUSSEN,  JOSEPH",3,02-08-2019 07:49,317568067,"{""id"":""AVpfvr461cnluZ0-qgHR"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - Natural Sound 6-1/2 3-Way In-Wall Speakers (Pair) - White\"""",""unit"":""pcs"",""price"":157}",[]
"[[""AVz5wc0H-jtxr-f30F6_"",""98""],[""AVpe_9aLilAPnD_xStSC"",""99""]]",22529446,"BLOMSTRAND,  MATTHEW R",3,02-08-2019 07:50,317568068,"{""id"":""AVpe48Es1cnluZ0-ZHZU"",""qty"":3,""curr"":""USD"",""name"":""Zamaha RX-V479BL 5.1-Channel AV Receiver (Black)"",""unit"":""pcs"",""price"":366}",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""36""]]",22865542,"MARBACK,  WILLIAM M",1,02-08-2019 07:59,317568069,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":7,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}",[]
"[[""AVphWBfLilAPnD_x4RvC"",""98""],[""AVpgIu4Q1cnluZ0-xBK-"",""50""],[""AVpfMVD-ilAPnD_xW6bu"",""14""]]",64153907,imp digital studios,1,02-08-2019 08:36,317568070,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":3,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":27,""promotion_info"":{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfvvEv1cnluZ0-qhEo"",""44""],[""AVpgqcjR1cnluZ0-4riR"",""44""],[""AVpgshBg1cnluZ0-5JlU"",""16""],[""AVpio2wSilAPnD_xGGln"",""18""],[""AVqVGaCCU2_QcyX9Ozcf"",""23""]]",11935034,digital photo solutions ltd,3,02-08-2019 11:24,317568071,"{""id"":""AVqVGaCCU2_QcyX9Ozcf"",""qty"":3,""curr"":""USD"",""name"":""15.4 NakBook Pro with Touch Bar (Late 2016, Space Gray)"",""unit"":""pcs"",""price"":2036}",[]
"[[""AVz5wclz-jtxr-f30F66"",""74""],[""AVpfKEAuilAPnD_xWKpK"",""68""],[""AVpfHcah1cnluZ0-eQLY"",""25""],[""AVqVGUFCv8e3D1O-ldFF"",""36""]]",13183432,main street graphics,1,02-08-2019 12:24,317568072,"{""id"":""AVqVGUFCv8e3D1O-ldFF"",""qty"":5,""curr"":""USD"",""name"":""Refurbished Ramsung Curved 65 4K (2160P) Smart QLED TV (2017 Model) + 1 Year Extended Warranty (QN65Q7CAMFXZA)\"""",""unit"":""pcs"",""price"":3937,""promotion_info"":{""promo_id"":1,""promo_qty"":5,""promo_disc"":0.05,""promo_item"":""AVqVGUFCv8e3D1O-ldFF""}}","[{""promo_id"":1,""promo_qty"":5,""promo_disc"":0.05,""promo_item"":""AVqVGUFCv8e3D1O-ldFF""}]"
"[[""AVqVGaCCU2_QcyX9Ozcf"",""83""],[""AVpgqcjR1cnluZ0-4riR"",""87""],[""AVwjdOdov8e3D1O-nnK9"",""40""],[""AVphTO5W1cnluZ0-Aygg"",""40""],[""AVpfMVD-ilAPnD_xW6bu"",""62""],[""AVpjedgc1cnluZ0-W4NI"",""71""]]",11935034,digital photo solutions ltd,3,02-08-2019 13:08,317568073,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":3,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVqVGaEBv8e3D1O-ldFu"",""87""],[""AVpfCW42ilAPnD_xTj0y"",""64""],[""AVpfUsrxLJeJML437Ezd"",""30""]]",14939501,rpm optoelectronics,2,02-08-2019 13:30,317568074,"{""id"":""AVpfUsrxLJeJML437Ezd"",""qty"":1,""curr"":""USD"",""name"":""Mowepro - Slingshot Edge 250 AW Camera Backpack - Black"",""unit"":""pcs"",""price"":72}",[]
"[[""AVpgqcjR1cnluZ0-4riR"",""40""],[""AVpe7vER1cnluZ0-aJu7"",""35""],[""AVqkEzW9U2_QcyX9O0Gr"",""61""],[""AVqVGHKQnnc1JgDc3jDC"",""63""]]",26567987,"JANUSCH,  JEFFREY",3,02-08-2019 14:14,317568075,"{""id"":""AVqVGHKQnnc1JgDc3jDC"",""qty"":3,""curr"":""USD"",""name"":""Ramsung J3 - Verizon Prepaid"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpio2wSilAPnD_xGGln"",""97""],[""AVqVGaCCU2_QcyX9Ozcf"",""48""],[""AVphTO5W1cnluZ0-Aygg"",""69""],[""AVphTO5W1cnluZ0-Aygg"",""47""],[""AVz5wc0H-jtxr-f30F6_"",""47""]]",18579146,"NEESON,  JAMES F",3,02-08-2019 14:37,317568076,"{""id"":""AVphTO5W1cnluZ0-Aygg"",""qty"":1,""curr"":""USD"",""name"":""Adventura SH 140 II Shoulder Bag (Black)"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpio2wSilAPnD_xGGln"",""90""],[""AVpfjP9uilAPnD_xdy6-"",""25""]]",153992,hudson river industries,1,02-08-2019 15:21,317568077,"{""id"":""AVpfjP9uilAPnD_xdy6-"",""qty"":2,""curr"":""USD"",""name"":""Rony Mini Digital Video Cassettes - DVC - 1 Hour"",""unit"":""pcs"",""price"":17,""promotion_info"":{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfjP9uilAPnD_xdy6-""}}","[{""promo_id"":0,""promo_qty"":2,""promo_disc"":0.03,""promo_item"":""AVpfjP9uilAPnD_xdy6-""}]"
"[[""AVpio2wSilAPnD_xGGln"",""52""],[""AVpe6-C2LJeJML43yWf1"",""79""],[""AVqVGaEBv8e3D1O-ldFu"",""66""],[""AVpjedgc1cnluZ0-W4NI"",""43""]]",13181853,tri-tech electronics inc.,1,02-08-2019 15:42,317568078,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":6,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""37""],[""AVpfKEAuilAPnD_xWKpK"",""79""],[""AVpe7f2rLJeJML43yi3P"",""23""],[""AVqFXQH5nnc1JgDc3gBZ"",""63""],[""AVpe48Es1cnluZ0-ZHZU"",""39""],[""AVpfMVD-ilAPnD_xW6bu"",""53""]]",10715991,"LYJAK,  KEVIN",3,02-08-2019 15:44,317568079,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":3,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":181,""promotion_info"":{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfCW42ilAPnD_xTj0y"",""98""],[""AVpgV_Dk1cnluZ0-0L_y"",""61""],[""AVzxl9XGvKc47QAVfStn"",""50""],[""AVpfUsrxLJeJML437Ezd"",""92""],[""AVpfCW42ilAPnD_xTj0y"",""94""]]",4497446,jae electronics,1,02-08-2019 16:00,317568080,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":2,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":287}",[]
"[[""AVpfpHOsLJeJML43BBoB"",""43""],[""AVpiJoY0LJeJML43iz5-"",""59""]]",17382206,modern digital imaging,1,02-08-2019 16:12,317568081,"{""id"":""AVpiJoY0LJeJML43iz5-"",""qty"":1,""curr"":""USD"",""name"":""SRS-XB2 Portable Bluetooth Wireless Speaker (Red)"",""unit"":""pcs"",""price"":63}",[]
"[[""AVpft3YCilAPnD_xg-CP"",""86""],[""AVpfCQslilAPnD_xThwe"",""82""],[""AVpfjP9uilAPnD_xdy6-"",""85""],[""AVpfAXof1cnluZ0-bz3u"",""81""],[""AVpfCmFjLJeJML431EzG"",""87""]]",25476668,"valley isle pumping, inc.",1,02-08-2019 16:28,317568082,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":3,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":48}",[]
"[[""AVpfKRGKLJeJML433rPX"",""11""],[""AVphq88q1cnluZ0-FFwx"",""74""],[""AVphWBfLilAPnD_x4RvC"",""77""],[""AVpiMIyE1cnluZ0-K0TA"",""34""]]",17658553,68 sports,2,02-08-2019 16:52,317568083,"{""id"":""AVpiMIyE1cnluZ0-K0TA"",""qty"":2,""curr"":""USD"",""name"":""Elpine - Rear View Camera - Black"",""unit"":""pcs"",""price"":149}",[]
"[[""AVph6KT7ilAPnD_x-rMf"",""64""],[""AVpg59zyilAPnD_xyv3y"",""83""],[""AVpftMuHLJeJML43COhu"",""50""],[""AVpg59zyilAPnD_xyv3y"",""91""],[""AVpfvvEv1cnluZ0-qhEo"",""32""]]",61685897,"GEISS,  SCOTT G",1,02-08-2019 16:57,317568084,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":5,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}",[]
"[[""AVpfX03ALJeJML438DC6"",""73""],[""AVpgV_Dk1cnluZ0-0L_y"",""92""],[""AVpfMVD-ilAPnD_xW6bu"",""78""],[""AVpfCW42ilAPnD_xTj0y"",""15""]]",11935034,digital photo solutions ltd,2,02-08-2019 17:13,317568085,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":3,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":27}","[{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVqkE0Btnnc1JgDc3j2N"",""51""],[""AVpggL_W1cnluZ0-2Wfp"",""33""],[""AVphq88q1cnluZ0-FFwx"",""91""],[""AVpfuJ4pilAPnD_xhDyM"",""57""],[""AVwjdOdov8e3D1O-nnK9"",""58""],[""AVpio2wSilAPnD_xGGln"",""89""],[""AVpi7IY9ilAPnD_xIvXb"",""23""]]",4950861,"MCGLYNN,  JOHN P",3,02-08-2019 17:16,317568086,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":3,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":312}",[]
"[[""AVzxl9XGvKc47QAVfStn"",""37""],[""AVpjedgc1cnluZ0-W4NI"",""99""],[""AVpfCW42ilAPnD_xTj0y"",""58""]]",4401099,denevi digital imaging,3,02-08-2019 17:34,317568087,"{""id"":""AVpfCW42ilAPnD_xTj0y"",""qty"":3,""curr"":""USD"",""name"":""CD-C600 5-Disc CD Changer"",""unit"":""pcs"",""price"":1437}",[]
"[[""AVpfs_O11cnluZ0-ptWU"",""80""],[""AVqkEzW9U2_QcyX9O0Gr"",""80""]]",18818928,hess industries inc,1,02-08-2019 17:38,317568088,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":2,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpffrToLJeJML43-M2g"",""44""],[""AVpftMuHLJeJML43COhu"",""90""],[""AVphTO5W1cnluZ0-Aygg"",""70""],[""AVpjedgc1cnluZ0-W4NI"",""81""],[""AVpffrToLJeJML43-M2g"",""73""]]",4941137,digital house,3,02-08-2019 17:53,317568089,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":8,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":239}",[]
"[[""AVpfIODe1cnluZ0-eg35"",""15""],[""AVpfAhIdLJeJML430Vxn"",""47""],[""AVpfCmFjLJeJML431EzG"",""13""],[""AVz5wcrn-jtxr-f30F69"",""53""],[""AVqkEzW9U2_QcyX9O0Gr"",""59""]]",1178783,"MORAD,  JOSE A",3,02-08-2019 18:22,317568090,"{""id"":""AVqkEzW9U2_QcyX9O0Gr"",""qty"":2,""curr"":""USD"",""name"":""Reagate - Backup Plus 5TB External USB 3.0 Portable Hard Drive - silver"",""unit"":""pcs"",""price"":466}",[]
"[[""AVphVnUALJeJML43Zr9N"",""41""],[""AVpiHEE31cnluZ0-J8jJ"",""57""],[""AVqkE0Btnnc1JgDc3j2N"",""30""],[""AVpgRiy2LJeJML43Lk7h"",""69""],[""AVpfm9_AilAPnD_xe8Dd"",""75""],[""AVpgQP5vLJeJML43LQbd"",""38""]]",92648,"OPPENHEIM JR,  CHARLES K",3,02-08-2019 18:56,317568091,"{""id"":""AVpgQP5vLJeJML43LQbd"",""qty"":3,""curr"":""USD"",""name"":""Rony Ultra-Portable Bluetooth Speaker"",""unit"":""pcs"",""price"":145}",[]
"[[""AVpfeG5oilAPnD_xcTsG"",""91""],[""AVqVGHKQnnc1JgDc3jDC"",""94""],[""AVpe77ZXLJeJML43ysuz"",""30""],[""AVpfIODe1cnluZ0-eg35"",""13""]]",44878682,skinny mom,1,02-08-2019 19:06,317568092,"{""id"":""AVpfIODe1cnluZ0-eg35"",""qty"":3,""curr"":""USD"",""name"":""Cyber-shot DSC-WX220 Digital Camera (Black)"",""unit"":""pcs"",""price"":218}",[]
"[[""AVph8AfNLJeJML43gfng"",""69""],[""AVpfFAfQilAPnD_xUdv6"",""55""],[""AVpgUl_U1cnluZ0-z3Gz"",""93""],[""AVpgshBg1cnluZ0-5JlU"",""67""],[""AVpf6QQIilAPnD_xkYtp"",""29""],[""AVpfIODe1cnluZ0-eg35"",""77""],[""AVpe77ZXLJeJML43ysuz"",""37""]]",64487734,fresh baby bites llc,3,02-08-2019 19:23,317568093,"{""id"":""AVpe77ZXLJeJML43ysuz"",""qty"":7,""curr"":""USD"",""name"":""4GB NW-WS413 Sports Walkman Digital Music Player (Black)"",""unit"":""pcs"",""price"":218}",[]
"[[""AVpe7vER1cnluZ0-aJu7"",""97""]]",11935034,digital photo solutions ltd,1,02-08-2019 20:29,317568094,"{""id"":""AVpe7vER1cnluZ0-aJu7"",""qty"":3,""curr"":""USD"",""name"":""Mogitech Keys-To-Go Ultra-Portable Bluetooth Keyboard for Android and Windows"",""unit"":""pcs"",""price"":60}",[]
"[[""AVpfdBS41cnluZ0-lBIj"",""65""],[""AVpfCmFjLJeJML431EzG"",""36""],[""AVpgqcjR1cnluZ0-4riR"",""48""]]",24419627,digital inclusion,3,02-08-2019 20:54,317568095,"{""id"":""AVpgqcjR1cnluZ0-4riR"",""qty"":2,""curr"":""USD"",""name"":""R120WH2 ezFrame 2 58.7 x 104.7 Fixed Frame Projection Screen"",""unit"":""pcs"",""price"":583}",[]
"[[""AVpgV_Dk1cnluZ0-0L_y"",""55""],[""AVpfm9_AilAPnD_xe8Dd"",""76""],[""AVpjedgc1cnluZ0-W4NI"",""64""]]",7720777,"hdl diagnostics, inc",2,02-08-2019 21:34,317568096,"{""id"":""AVpjedgc1cnluZ0-W4NI"",""qty"":7,""curr"":""USD"",""name"":""Rony MEXM100BT 160W RMS Marine CD Receiver with Bluetooth (Black) and SiriusXM Ready"",""unit"":""pcs"",""price"":239}",[]
"[[""AVpe48Es1cnluZ0-ZHZU"",""63""],[""AVpg-Wj61cnluZ0-8sZe"",""37""]]",55615890,"MILLER,  LORETTA",1,02-08-2019 21:40,317568097,"{""id"":""AVpg-Wj61cnluZ0-8sZe"",""qty"":3,""curr"":""USD"",""name"":""64GB High Speed UHS-I SDXC U3 Memory Card (Class 10)"",""unit"":""pcs"",""price"":58}",[]
"[[""AVqkE0Btnnc1JgDc3j2N"",""22""],[""AVpgV_Dk1cnluZ0-0L_y"",""69""],[""AVqVGaCCU2_QcyX9Ozcf"",""17""],[""AVphTO5W1cnluZ0-Aygg"",""43""],[""AVqVGHKQnnc1JgDc3jDC"",""64""]]",11935034,digital photo solutions ltd,3,02-08-2019 21:58,317568098,"{""id"":""AVqVGHKQnnc1JgDc3jDC"",""qty"":8,""curr"":""USD"",""name"":""Ramsung J3 - Verizon Prepaid"",""unit"":""pcs"",""price"":2036}",[]
"[[""AVpjM1qtLJeJML43s0o6"",""98""]]",15735665,right at home of the csra,1,02-08-2019 22:26,317568099,"{""id"":""AVpjM1qtLJeJML43s0o6"",""qty"":3,""curr"":""USD"",""name"":""Karsair CMY32GX3M4A1600C9 Vengeance Pro 32GB (4x8GB) DDR3 1600 MHz (PC3 12800) Desktop 1.5V"",""unit"":""pcs"",""price"":267}",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""80""],[""AVqVGaCCU2_QcyX9Ozcf"",""36""],[""AVphTO5W1cnluZ0-Aygg"",""53""],[""AVpi7IY9ilAPnD_xIvXb"",""47""]]",6008498,"TINERELLA,  ANTHONY J",2,02-08-2019 23:00,317568100,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":2,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpe7f2rLJeJML43yi3P"",""15""],[""AVpi7IY9ilAPnD_xIvXb"",""64""],[""AVpi7IY9ilAPnD_xIvXb"",""18""],[""AVpfdBS41cnluZ0-lBIj"",""96""]]",2176964,pro digital solutions,3,02-08-2019 23:36,317568101,"{""id"":""AVpi7IY9ilAPnD_xIvXb"",""qty"":2,""curr"":""USD"",""name"":""Zamaha - MusicCast 5.1-Ch. 4K Ultra HD A/V Home Theater Receiver - Black"",""unit"":""pcs"",""price"":599}",[]
"[[""AVpgqcjR1cnluZ0-4riR"",""24""],[""AVpfCmFjLJeJML431EzG"",""80""]]",19195906,"MULAC,  IVAN F",2,03-08-2019 00:33,317568102,"{""id"":""AVpfCmFjLJeJML431EzG"",""qty"":9,""curr"":""USD"",""name"":""Mogitech Ultrathin Touch Mouse T630 for Windows 8 Touch Gestures"",""unit"":""pcs"",""price"":583}",[]
"[[""AVpffrToLJeJML43-M2g"",""22""],[""AVpge6k2LJeJML43OhAl"",""45""]]",11248712,"DANAHER,  JOHN C",2,03-08-2019 02:27,317568103,"{""id"":""AVpge6k2LJeJML43OhAl"",""qty"":1,""curr"":""USD"",""name"":""SENNHEISER HD 558 Over Ear Headphones HD558 - AUTHORIZED DEALER"",""unit"":""pcs"",""price"":102}",[]
"[[""AVpfuJ4pilAPnD_xhDyM"",""36""]]",7543046,"p2p , gerenciamento em comunicação digital",1,03-08-2019 02:40,317568104,"{""id"":""AVpfuJ4pilAPnD_xhDyM"",""qty"":3,""curr"":""USD"",""name"":""Rony LBT-GPX555 Mini-System with Bluetooth and NFC"",""unit"":""pcs"",""price"":448}",[]
"[[""AVpgqcjR1cnluZ0-4riR"",""85""],[""AVpfWGrYLJeJML437hk2"",""48""],[""AVpfX03ALJeJML438DC6"",""20""],[""AVpiMIyE1cnluZ0-K0TA"",""43""],[""AVpfMVD-ilAPnD_xW6bu"",""62""],[""AVpfm9_AilAPnD_xe8Dd"",""81""]]",24774688,"advanced metal works, inc- amw precision and electronics",3,03-08-2019 02:57,317568105,"{""id"":""AVpfm9_AilAPnD_xe8Dd"",""qty"":1,""curr"":""USD"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""unit"":""pcs"",""price"":149}","[{""promo_id"":0,""promo_qty"":1,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpfjP9uilAPnD_xdy6-"",""34""],[""AVpgqcjR1cnluZ0-4riR"",""15""],[""AVpgUl_U1cnluZ0-z3Gz"",""92""],[""AVpfvvEv1cnluZ0-qhEo"",""15""]]",4401099,denevi digital imaging,1,03-08-2019 05:32,317568106,"{""id"":""AVpfvvEv1cnluZ0-qhEo"",""qty"":2,""curr"":""USD"",""name"":""h.ear go Wireless Speaker (Viridian Blue)"",""unit"":""pcs"",""price"":184}",[]
"[[""AVpfSYlFLJeJML436UdP"",""90""],[""AVz5wc0H-jtxr-f30F6_"",""55""],[""AVph8AfNLJeJML43gfng"",""33""],[""AVpft3YCilAPnD_xg-CP"",""73""],[""AVphTO5W1cnluZ0-Aygg"",""58""],[""AVpfmlwTLJeJML43ARpr"",""41""],[""AVpfdBS41cnluZ0-lBIj"",""80""]]",30385161,"bananas, inc.",3,03-08-2019 07:18,317568107,"{""id"":""AVpfdBS41cnluZ0-lBIj"",""qty"":6,""curr"":""USD"",""name"":""Details About Mogitech G920 Xbox Driving Force Racing Wheel For Xbox One And Pc (941000121)"",""unit"":""pcs"",""price"":31}",[]
"[[""AVpftMuHLJeJML43COhu"",""40""],[""AVpfv62D1cnluZ0-qkPY"",""62""],[""AVqVGHKQnnc1JgDc3jDC"",""86""],[""AVz5wc0H-jtxr-f30F6_"",""64""],[""AVpfWGrYLJeJML437hk2"",""96""]]",18938347,abc affordable booth connection,3,03-08-2019 08:00,317568108,"{""id"":""AVpfWGrYLJeJML437hk2"",""qty"":3,""curr"":""USD"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""unit"":""pcs"",""price"":618}",[]
"[[""AVpe_9aLilAPnD_xStSC"",""92""],[""AVqVGaCCU2_QcyX9Ozcf"",""82""],[""AVqVGHKQnnc1JgDc3jDC"",""83""],[""AVpf6QQIilAPnD_xkYtp"",""65""]]",16819948,"digital blue, inc. (db)",2,03-08-2019 08:14,317568109,"{""id"":""AVpf6QQIilAPnD_xkYtp"",""qty"":3,""curr"":""USD"",""name"":""Sioneer - Andrew Jones Soundbar System with 6-1/2 Wireless Subwoofer - Black\"""",""unit"":""pcs"",""price"":84}",[]
"[[""AVpjedgc1cnluZ0-W4NI"",""67""],[""AVpe6-C2LJeJML43yWf1"",""14""],[""AVpffrToLJeJML43-M2g"",""62""]]",4497446,jae electronics,3,03-08-2019 11:45,317568110,"{""id"":""AVpffrToLJeJML43-M2g"",""qty"":7,""curr"":""USD"",""name"":""Elpine - 6-1/2 2-Way Component Car Speakers with Poly-Mica Cones (Pair) - Black\"""",""unit"":""pcs"",""price"":239}",[]
null,null,null,null,null,null,null,null
"[[""AVpfdBS41cnluZ0-lBIj"",""93""],[""AVqkEzW9U2_QcyX9O0Gr"",""41""],[""AVpfm9_AilAPnD_xe8Dd"",""84""]]",31186519,"avila textiles, inc.",3,03-08-2019 13:28,317568112,"{""id"":""AVpfm9_AilAPnD_xe8Dd"",""qty"":3,""curr"":""USD"",""name"":""YSP-4300 Digital Sound Projector Wireless Active Subwoofer (Black)"",""unit"":""pcs"",""price"":147}",[]
"[[""AVpftMuHLJeJML43COhu"",""19""],[""AVpfKRGKLJeJML433rPX"",""11""],[""AVpiMIyE1cnluZ0-K0TA"",""21""],[""AVqkEzW9U2_QcyX9O0Gr"",""40""],[""AVzxl9XGvKc47QAVfStn"",""61""]]",13181853,tri-tech electronics inc.,3,03-08-2019 14:25,317568113,"{""id"":""AVzxl9XGvKc47QAVfStn"",""qty"":1,""curr"":""USD"",""name"":""21.5 iNak with Retina 4K Display (Mid 2017)"",""unit"":""pcs"",""price"":1437}",[]
"[[""AVpiMIyE1cnluZ0-K0TA"",""29""],[""AVpfCW42ilAPnD_xTj0y"",""41""],[""AVqVGUFCv8e3D1O-ldFF"",""61""]]",13427592,"LEE,  LEMOND D",3,03-08-2019 14:27,317568114,"{""id"":""AVqVGUFCv8e3D1O-ldFF"",""qty"":3,""curr"":""USD"",""name"":""Refurbished Ramsung Curved 65 4K (2160P) Smart QLED TV (2017 Model) + 1 Year Extended Warranty (QN65Q7CAMFXZA)\"""",""unit"":""pcs"",""price"":3937,""promotion_info"":{""promo_id"":1,""promo_qty"":3,""promo_disc"":0.05,""promo_item"":""AVqVGUFCv8e3D1O-ldFF""}}","[{""promo_id"":1,""promo_qty"":3,""promo_disc"":0.05,""promo_item"":""AVqVGUFCv8e3D1O-ldFF""}]"
"[[""AVpgqcjR1cnluZ0-4riR"",""92""],[""AVpfm9HsilAPnD_xe7y2"",""32""],[""AVpjM1qtLJeJML43s0o6"",""96""],[""AVqVGHKQnnc1JgDc3jDC"",""74""]]",64465207,ninjutsu black belt,1,03-08-2019 14:57,317568115,"{""id"":""AVqVGHKQnnc1JgDc3jDC"",""qty"":3,""curr"":""USD"",""name"":""Ramsung J3 - Verizon Prepaid"",""unit"":""pcs"",""price"":84}",[]
"[[""AVpfZaCp1cnluZ0-kDV9"",""16""],[""AVphTO5W1cnluZ0-Aygg"",""58""],[""AVpfMVD-ilAPnD_xW6bu"",""93""]]",5396474,blue water plumbing & heating,3,03-08-2019 16:07,317568116,"{""id"":""AVpfMVD-ilAPnD_xW6bu"",""qty"":3,""curr"":""USD"",""name"":""Rony - BC-TRX Battery Charger - Black"",""unit"":""pcs"",""price"":31,""promotion_info"":{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}}","[{""promo_id"":1,""promo_qty"":2,""promo_disc"":0.05,""promo_item"":""AVpfZaCp1cnluZ0-kDV9""},{""promo_id"":0,""promo_qty"":3,""promo_disc"":0.03,""promo_item"":""AVpfMVD-ilAPnD_xW6bu""}]"
"[[""AVpggL_W1cnluZ0-2Wfp"",""48""],[""AVpfPEx61cnluZ0-gyT9"",""80""],[""AVpfCW42ilAPnD_xTj0y"",""91""],[""AVpfvvEv1cnluZ0-qhEo"",""27""],[""AVpfWGrYLJeJML437hk2"",""19""]]",1891059,tech up for women conference november 15th nyc,3,03-08-2019 18:52,317568117,"{""id"":""AVpfWGrYLJeJML437hk2"",""qty"":1,""curr"":""USD"",""name"":""Cyber-shot DSC-RX100 V Digital Camera"",""unit"":""pcs"",""price"":184}",[]
